CNUC,TIPO_NOME,NOME_UC,TIPO,Bioma_predominante,UF,Area_queimada,Perc_UC,ano
0000.00.0020,APA CARSTE DE LAGOA SANTA,AREA DE PROTECAO AMBIENTAL CARSTE DE LAGOA SANTA,APA,CERRADO,MG,162.8936726,0.43,2023
0000.00.0002,APA CAVERNAS DO PERUACU,AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU,APA,CERRADO,MG,388.4169684,0.34,2023
0000.00.0003,APA DA BACIA DO RIO DESCOBERTO,AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO DESCOBERTO,APA,CERRADO,GO;DF,713.0488549,1.97,2023
0000.00.1521,APA BACIA PARAIBA DO SUL,AREA DE PROTECAO AMBIENTAL BACIA DO PARAIBA DO SUL,APA,MATA ATLANTICA,MG;RJ;SP,545.3385567,0.19,2023
0000.00.0004,APA DA BACIA DO RIO SAO BARTOLOMEU,AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO BARTOLOMEU,APA,CERRADO,DF,184.5129023,0.22,2023
0000.00.0005,APA DA BACIA DO RIO SAO JOAO/MICO-LEAO-DOURADO,AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO JOAO/MICO-LEAO-DOURADO,APA,MATA ATLANTICA,RJ,530.6036077,0.36,2023
0000.00.0006,APA DA BALEIA FRANCA,AREA DE PROTECAO AMBIENTAL DA BALEIA FRANCA,APA,MATA ATLANTICA,SC,106.6427139,0.07,2023
0000.00.0008,APA DA CHAPADA DO ARARIPE,AREA DE PROTECAO AMBIENTAL DA CHAPADA DO ARARIPE,APA,CAATINGA,PI;CE;PE,172.7711811,0.02,2023
0000.00.0010,APA DA REGIAO SERRANA DE PETROPOLIS,AREA DE PROTECAO AMBIENTAL DA REGIAO SERRANA DE PETROPOLIS,APA,MATA ATLANTICA,RJ,165.4501,0.34,2023
0000.00.0011,APA DA SERRA DA MANTIQUEIRA,AREA DE PROTECAO AMBIENTAL DA SERRA DA MANTIQUEIRA,APA,MATA ATLANTICA,MG;RJ;SP,247.6535041,0.06,2023
0000.00.0025,APA DAS ILHAS E VARZEAS DO RIO PARANA,AREA DE PROTECAO AMBIENTAL DAS ILHAS E VARZEAS DO RIO PARANA,APA,MATA ATLANTICA,SP;PR;MS,384.6209786,0.04,2023
0000.00.0028,APA DAS NASCENTES DO RIO VERMELHO,AREA DE PROTECAO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,APA,CERRADO,BA;GO,1075.401662,0.62,2023
0000.00.0013,APA DE CAIRUCU,AREA DE PROTECAO AMBIENTAL DE CAIRUCU,APA,MATA ATLANTICA,RJ;SP,3.812422301,0.01,2023
0000.00.0014,APA DE CANANEIA-IGUAPE-PERUIBE,AREA DE PROTECAO AMBIENTAL DE CANANEIA-IGUAPE-PERUIBE,APA,MATA ATLANTICA,SP,2.71218249,0,2023
0000.00.0016,APA DE GUAPI-MIRIM,AREA DE PROTECAO AMBIENTAL DE GUAPI-MIRIM,APA,MATA ATLANTICA,RJ,159.6051426,1.34,2023
0000.00.3655,APA DO BOQUEIRAO DA ONCA,AREA DE PROTECAO AMBIENTAL DO BOQUEIRAO DA ONCA,APA,CAATINGA,BA,62.6674761,0.01,2023
0000.00.0021,APA DO IBIRAPUITA,AREA DE PROTECAO AMBIENTAL DO IBIRAPUITA,APA,PAMPA,RS,31.66824938,0.01,2023
0000.00.0023,APA DO PLANALTO CENTRAL,AREA DE PROTECAO AMBIENTAL DO PLANALTO CENTRAL,APA,CERRADO,GO;DF,9518.009136,1.96,2023
0000.00.0268,APA DO TAPAJOS,AREA DE PROTECAO AMBIENTAL DO TAPAJOS,APA,AMAZONIA,PA,1049.666285,0.05,2023
0000.00.0024,APA MEANDROS DO RIO ARAGUAIA,AREA DE PROTECAO AMBIENTAL DOS MEANDROS DO RIO ARAGUAIA,APA,CERRADO,MT;GO,59709.49648,16.62,2023
0000.00.0027,APA MORRO DA PEDREIRA,AREA DE PROTECAO AMBIENTAL MORRO DA PEDREIRA,APA,CERRADO,MG,250.8314845,0.25,2023
0000.00.0029,APA SERRA DA IBIAPABA,AREA DE PROTECAO AMBIENTAL SERRA DA IBIAPABA,APA,CAATINGA,PI;CE,10968.43504,0.68,2023
0000.00.0044,ARIE SERINGAL NOVA ESPERANCA,AREA DE RELEVANTE INTERESSE ECOLOGICO SERINGAL NOVA ESPERANCA,ARIE,AMAZONIA,AC,1.293673131,0.05,2023
0000.00.0045,ARIE SERRA DA ABELHA/RIO DA PRATA,AREA DE RELEVANTE INTERESSE ECOLOGICO SERRA DA ABELHA,ARIE,MATA ATLANTICA,SC,1.974132055,0.04,2023
0000.00.0075,ESEC DA SERRA DAS ARARAS,ESTACAO ECOLOGICA DA SERRA DAS ARARAS,ESEC,CERRADO,MT,1688.522689,6.22,2023
0000.00.0047,ESEC DA TERRA DO MEIO,ESTACAO ECOLOGICA DA TERRA DO MEIO,ESEC,AMAZONIA,PA,355.1575037,0.01,2023
0000.00.0048,ESEC DE AIUABA,ESTACAO ECOLOGICA DE AIUABA,ESEC,CAATINGA,CE,60.14277737,0.51,2023
0000.00.0053,ESEC DE CUNIA,ESTACAO ECOLOGICA DE CUNIA,ESEC,AMAZONIA,RO;AM,1043.962338,0.57,2023
0000.00.0065,ESEC DE URUCUI-UNA,ESTACAO ECOLOGICA DE URUCUI-UNA,ESEC,CERRADO,PI,40073.58193,29.66,2023
0000.00.0066,ESEC DO CASTANHAO,ESTACAO ECOLOGICA DO CASTANHAO,ESEC,CAATINGA,CE,5.099136617,0.04,2023
0000.00.0060,ESEC NIQUIA,ESTACAO ECOLOGICA NIQUIA,ESEC,AMAZONIA,RR,5454.284986,1.78,2023
0000.00.0076,ESEC SERRA GERAL DO TOCANTINS,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,ESEC,CERRADO,BA;TO,172718.7743,24.43,2023
0000.00.0128,FLONA DA MATA GRANDE,FLORESTA NACIONAL DA MATA GRANDE,FLONA,CERRADO,GO,258.7514255,12.87,2023
0000.00.0083,FLONA DE ALTAMIRA,FLORESTA NACIONAL DE ALTAMIRA,FLONA,AMAZONIA,PA,8300.771447,1.15,2023
0000.00.0085,FLONA DE BALATA-TUFARI,FLORESTA NACIONAL DE BALATA-TUFARI,FLONA,AMAZONIA,AM,592.5107666,0.06,2023
0000.00.0086,FLONA DE BRASILIA,FLORESTA NACIONAL DE BRASILIA,FLONA,CERRADO,DF,250.7012341,4.46,2023
0000.00.0089,FLONA DE CAXIUANA,FLORESTA NACIONAL DE CAXIUANA,FLONA,AMAZONIA,PA,76.65793044,0.02,2023
0000.00.0090,FLONA DE CRISTOPOLIS,FLORESTA NACIONAL DE CRISTOPOLIS,FLONA,CERRADO,BA,136.4019599,1.06,2023
0000.00.0094,FLONA DE IPANEMA,FLORESTA NACIONAL DE IPANEMA,FLONA,MATA ATLANTICA,SP,23.52974189,0.44,2023
0000.00.0096,FLONA DE ITAITUBA II,FLORESTA NACIONAL DE ITAITUBA II,FLONA,AMAZONIA,PA,651.7188422,0.16,2023
0000.00.0097,FLONA DE JACUNDA,FLORESTA NACIONAL DE JACUNDA,FLONA,AMAZONIA,RO,347.4811348,0.16,2023
0000.00.0106,FLONA DE RORAIMA,FLORESTA NACIONAL DE RORAIMA,FLONA,AMAZONIA,AM;RR,127.030179,0.07,2023
0000.00.0107,FLONA DE SANTA ROSA DO PURUS,FLORESTA NACIONAL DE SANTA ROSA DO PURUS,FLONA,AMAZONIA,AC,96.23633737,0.04,2023
0000.00.0109,FLONA DE SARACA-TAQUERA,FLORESTA NACIONAL DE SARACA-TAQUERA,FLONA,AMAZONIA,PA,0.695380057,0,2023
0000.00.3408,FLONA DE URUPADI,FLORESTA NACIONAL DE URUPADI,FLONA,AMAZONIA,AM,117.8031647,0.02,2023
0000.00.0114,FLONA DO AMAZONAS,FLORESTA NACIONAL DO AMAZONAS,FLONA,AMAZONIA,AM;RR,8.516145071,0,2023
0000.00.3409,FLONA DO ARIPUANA,FLORESTA NACIONAL DO ARIPUANA,FLONA,AMAZONIA,AM,2135.557241,0.28,2023
0000.00.0116,FLONA DO BOM FUTURO,FLORESTA NACIONAL DO BOM FUTURO,FLONA,AMAZONIA,RO,3652.183218,3.71,2023
0000.00.0270,FLONA DO CREPORI,FLORESTA NACIONAL DO CREPORI,FLONA,AMAZONIA,PA,137.3798821,0.02,2023
0000.00.0117,FLONA DO ITACAIUNAS,FLORESTA NACIONAL DO ITACAIUNAS,FLONA,AMAZONIA,PA,35.18142152,0.06,2023
0000.00.0266,FLONA DO JAMANXIM,FLORESTA NACIONAL DO JAMANXIM,FLONA,AMAZONIA,PA,2112.20021,0.16,2023
0000.00.0118,FLONA DO JAMARI,FLORESTA NACIONAL DO JAMARI,FLONA,AMAZONIA,RO,870.1753824,0.39,2023
0000.00.0119,FLONA DO JATUARANA,FLORESTA NACIONAL DO JATUARANA,FLONA,AMAZONIA,AM,44.34562534,0.01,2023
0000.00.0123,FLONA DO TAPAJOS,FLORESTA NACIONAL DO TAPAJOS,FLONA,AMAZONIA,PA,3194.744992,0.61,2023
0000.00.0265,FLONA DO TRAIRAO,FLORESTA NACIONAL DO TRAIRAO,FLONA,AMAZONIA,PA,284.1689887,0.11,2023
0000.00.0127,FLONA MARIO XAVIER,FLORESTA NACIONAL MARIO XAVIER,FLONA,MATA ATLANTICA,RJ,31.09627444,6.27,2023
0000.00.0136,PARNA DA AMAZONIA,PARQUE NACIONAL DA AMAZONIA,PARNA,AMAZONIA,AM;PA,56.1299964,0.01,2023
0000.00.0272,PARNA DA CHAPADA DAS MESAS,PARQUE NACIONAL DA CHAPADA DAS MESAS,PARNA,CERRADO,MA,35300.85149,22.07,2023
0000.00.0137,PARNA DA CHAPADA DIAMANTINA,PARQUE NACIONAL DA CHAPADA DA DIAMANTINA,PARNA,CAATINGA,BA,4110.457037,2.71,2023
0000.00.0138,PARNA DA CHAPADA DOS GUIMARAES,PARQUE NACIONAL DA CHAPADA DOS GUIMARAES,PARNA,CERRADO,MT,2176.79488,6.67,2023
0000.00.0139,PARNA DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARNA,CERRADO,GO,36092.03888,15,2023
0000.00.0262,PARNA DAS ARAUCARIAS,PARQUE NACIONAL DAS ARAUCARIAS,PARNA,MATA ATLANTICA,SC,15.33293735,0.12,2023
0000.00.0155,PARNA DAS EMAS,PARQUE NACIONAL DAS EMAS,PARNA,CERRADO,MS;GO,14894.93604,11.22,2023
0000.00.0142,PARNA DA SERRA DA BOCAINA,PARQUE NACIONAL DA SERRA DA BOCAINA,PARNA,MATA ATLANTICA,RJ;SP,292.5401894,0.27,2023
0000.00.0144,PARNA DA SERRA DA CANASTRA,PARQUE NACIONAL DA SERRA DA CANASTRA,PARNA,CERRADO,MG,46780.91214,23.63,2023
0000.00.0146,PARNA DA SERRA DAS CONFUSOES,PARQUE NACIONAL DA SERRA DAS CONFUSOES,PARNA,CAATINGA,PI,24688.54469,3,2023
0000.00.0148,PARNA DA SERRA DO CIPO,PARQUE NACIONAL DA SERRA DO CIPO,PARNA,CERRADO,MG,1304.865605,4.12,2023
0000.00.0149,PARNA DA SERRA DO DIVISOR,PARQUE NACIONAL DA SERRA DO DIVISOR,PARNA,AMAZONIA,AC,0.762244789,0,2023
0000.00.3136,PARNA DA SERRA DO GANDARELA,PARQUE NACIONAL DA SERRA DO GANDARELA,PARNA,MATA ATLANTICA,MG,541.6815694,1.73,2023
0000.00.0150,PARNA DA SERRA DO ITAJAI,PARQUE NACIONAL DA SERRA DO ITAJAI,PARNA,MATA ATLANTICA,SC,9.241054756,0.02,2023
0000.00.0151,PARNA DA SERRA DO PARDO,PARQUE NACIONAL DA SERRA DO PARDO,PARNA,AMAZONIA,PA,293.6330677,0.07,2023
0000.00.0152,PARNA DA SERRA DOS ORGAOS,PARQUE NACIONAL DA SERRA DOS ORGAOS,PARNA,MATA ATLANTICA,RJ,130.5750361,0.66,2023
0000.00.4581,PARNA DA SERRA DO TEIXEIRA,PARQUE NACIONAL DA SERRA DO TEIXEIRA,PARNA,CAATINGA,PB,403.636606,0.66,2023
0000.00.0153,PARNA DA SERRA GERAL,PARQUE NACIONAL DA SERRA GERAL,PARNA,MATA ATLANTICA,SC;RS,143.1962449,0.83,2023
0000.00.0156,PARNA DAS NASCENTES DO RIO PARNAIBA,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA,PARNA,CERRADO,MA;PI;BA,6486.107706,0.87,2023
0000.00.0157,PARNA DAS SEMPRE-VIVAS,PARQUE NACIONAL DAS SEMPRE-VIVAS,PARNA,CERRADO,MG,2736.208094,2.2,2023
0000.00.0158,PARNA DE APARADOS DA SERRA,PARQUE NACIONAL DE APARADOS DA SERRA,PARNA,MATA ATLANTICA,SC;RS,1483.810327,11.29,2023
0000.00.1908,PARNA DE BOA NOVA,PARQUE NACIONAL DE BOA NOVA,PARNA,MATA ATLANTICA,BA,0.001262865,0,2023
0000.00.0159,PARNA DE BRASILIA,PARQUE NACIONAL DE BRASILIA,PARNA,CERRADO,DF,1854.513468,4.38,2023
0000.00.0161,PARNA DE ILHA GRANDE,PARQUE NACIONAL DE ILHA GRANDE,PARNA,MATA ATLANTICA,MS;PR,17104.67275,22.47,2023
0000.00.0163,PARNA DE PACAAS NOVOS,PARQUE NACIONAL DE PACAAS NOVOS,PARNA,AMAZONIA,RO,8317.318637,1.18,2023
0000.00.0165,PARNA DE SAO JOAQUIM,PARQUE NACIONAL DE SAO JOAQUIM,PARNA,MATA ATLANTICA,SC,1322.925875,2.66,2023
0000.00.0166,PARNA DE SETE CIDADES,PARQUE NACIONAL DE SETE CIDADES,PARNA,CAATINGA,PI,58.21012206,0.92,2023
0000.00.3410,PARNA DO ACARI,PARQUE NACIONAL DO ACARI,PARNA,AMAZONIA,AM,964.3165675,0.11,2023
0000.00.0168,PARNA DO ARAGUAIA,PARQUE NACIONAL DO ARAGUAIA,PARNA,CERRADO,TO,155650.9251,28.02,2023
0000.00.0169,PARNA DO CABO ORANGE,PARQUE NACIONAL DO CABO ORANGE,PARNA,AMAZONIA,AP,32260.12546,4.91,2023
0000.00.0267,PARNA DO JAMANXIM,PARQUE NACIONAL DO JAMANXIM,PARNA,AMAZONIA,PA,90.61393924,0.01,2023
0000.00.0173,PARNA DO JAU,PARQUE NACIONAL DO JAU,PARNA,AMAZONIA,AM;RR,6.408852252,0,2023
0000.00.0281,PARNA DO JURUENA,PARQUE NACIONAL DO JURUENA,PARNA,AMAZONIA,AM;MT,906.6915674,0.05,2023
0000.00.0174,PARNA DO MONTE RORAIMA,PARQUE NACIONAL DO MONTE RORAIMA,PARNA,AMAZONIA,RR,1911.860935,1.64,2023
0000.00.0175,PARNA DO PANTANAL MATOGROSSENSE,PARQUE NACIONAL DO PANTANAL MATO-GROSSENSE,PARNA,PANTANAL,MS;MT,53291.3074,39.21,2023
0000.00.0177,PARNA DO PICO DA NEBLINA,PARQUE NACIONAL DO PICO DA NEBLINA,PARNA,AMAZONIA,AM,630.5932805,0.03,2023
0000.00.0264,PARNA DO RIO NOVO,PARQUE NACIONAL DO RIO NOVO,PARNA,AMAZONIA,PA,263.8657508,0.05,2023
0000.00.0284,PARNA DOS CAMPOS AMAZONICOS,PARQUE NACIONAL DOS CAMPOS AMAZONICOS,PARNA,AMAZONIA,RO;MT;AM,22672.8483,2.36,2023
0000.00.3519,PARNA DOS CAMPOS FERRUGINOSOS,PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS,PARNA,AMAZONIA,PA,52.55272167,0.07,2023
0000.00.0180,PARNA DOS LENCOIS MARANHENSES,PARQUE NACIONAL DOS LENCOIS MARANHENSES,PARNA,CERRADO,MA,2.011534696,0,2023
0000.00.0179,PARNA DO VIRUA,PARQUE NACIONAL DO VIRUA,PARNA,AMAZONIA,RR,18231.61393,6.49,2023
0000.00.0182,PARNA E HISTORICO DO MONTE PASCOAL,PARQUE NACIONAL E HISTORICO DO MONTE PASCOAL,PARNA,MATA ATLANTICA,BA,1670.459979,7.51,2023
0000.00.0183,PARNA GRANDE SERTAO VEREDAS,PARQUE NACIONAL GRANDE SERTAO VEREDAS,PARNA,CERRADO,BA;MG,3045.391332,1.32,2023
0000.00.1633,PARNA MAPINGUARI,PARQUE NACIONAL MAPINGUARI,PARNA,AMAZONIA,AM;RO,533.8254008,0.03,2023
0000.00.0192,REBIO DA CONTAGEM,RESERVA BIOLOGICA DA CONTAGEM,REBIO,CERRADO,DF,257.7409307,7.55,2023
0000.00.0193,REBIO DA MATA ESCURA,RESERVA BIOLOGICA DA MATA ESCURA,REBIO,MATA ATLANTICA,MG,241.406316,0.47,2023
0000.00.0197,REBIO DE PEDRA TALHADA,RESERVA BIOLOGICA DE PEDRA TALHADA,REBIO,MATA ATLANTICA,PE;AL,8.052970062,0.18,2023
0000.00.0215,REBIO DE POCO DAS ANTAS,RESERVA BIOLOGICA DE POCO DAS ANTAS,REBIO,MATA ATLANTICA,RJ,361.4435855,7.15,2023
0000.00.0206,REBIO DO GUAPORE,RESERVA BIOLOGICA DO GUAPORE,REBIO,AMAZONIA,RO,30566.40184,4.96,2023
0000.00.0207,REBIO DO GURUPI,RESERVA BIOLOGICA DO GURUPI,REBIO,AMAZONIA,MA,227.6495309,0.08,2023
0000.00.0208,REBIO DO JARU,RESERVA BIOLOGICA DO JARU,REBIO,AMAZONIA,RO,248.9392602,0.07,2023
0000.00.0209,REBIO DO LAGO PIRATUBA,RESERVA BIOLOGICA DO LAGO PIRATUBA,REBIO,AMAZONIA,AP,14866.61399,3.79,2023
0000.00.3411,REBIO DO MANICORE,RESERVA BIOLOGICA DO MANICORE,REBIO,AMAZONIA,AM,115.899929,0.03,2023
0000.00.0210,REBIO DO RIO TROMBETAS,RESERVA BIOLOGICA DO RIO TROMBETAS,REBIO,AMAZONIA,PA,1457.063742,0.36,2023
0000.00.0212,REBIO DO TINGUA,RESERVA BIOLOGICA DO TINGUA,REBIO,MATA ATLANTICA,RJ,12.819554,0.05,2023
0000.00.0216,REBIO NASCENTES DA SERRA DO CACHIMBO,RESERVA BIOLOGICA NASCENTES DA SERRA DO CACHIMBO,REBIO,AMAZONIA,PA,15076.61752,4.41,2023
0000.00.1563,RESEX ACAU GOIANA,RESERVA EXTRATIVISTA ACAU-GOIANA,RESEX,MATA ATLANTICA,PB;PE,5.441303445,0.08,2023
0000.00.0285,RESEX ARAPIXI,RESERVA EXTRATIVISTA ARAPIXI,RESEX,AMAZONIA,AM,16.77752489,0.01,2023
0000.00.1564,RESEX CHAPADA LIMPA,RESERVA EXTRATIVISTA CHAPADA LIMPA,RESEX,CERRADO,MA,449.4512589,3.75,2023
0000.00.0226,RESEX DA MATA GRANDE,RESERVA EXTRATIVISTA MATA GRANDE,RESEX,CERRADO,MA,70.35686437,0.62,2023
0000.00.0253,RESEX DE CANAVIEIRAS,RESERVA EXTRATIVISTA DE CANAVIEIRAS,RESEX,MATA ATLANTICA,BA,39.42808491,0.04,2023
0000.00.1808,RESEX DE CASSURUBA,RESERVA EXTRATIVISTA DE CASSURUBA,RESEX,MATA ATLANTICA,BA,542.6315077,0.54,2023
0000.00.0286,RESEX DE RECANTO DAS ARARAS DE TERRA RONCA,RESERVA EXTRATIVISTA DE RECANTO DAS ARARAS DE TERRA RONCA,RESEX,CERRADO,GO,657.0441604,5.32,2023
0000.00.1517,RESEX DO ALTO JURUA,RESERVA EXTRATIVISTA DO ALTO JURUA,RESEX,AMAZONIA,AC,3.908764913,0,2023
0000.00.0232,RESEX DO CAZUMBA-IRACEMA,RESERVA EXTRATIVISTA DO CAZUMBA-IRACEMA,RESEX,AMAZONIA,AC,34.83638713,0,2023
0000.00.0256,RESEX DO RIO OURO PRETO,RESERVA EXTRATIVISTA DO RIO OURO PRETO,RESEX,AMAZONIA,RO,29.77001522,0.01,2023
0000.00.0245,RESEX MARINHA DA BAIA DO IGUAPE,RESERVA EXTRATIVISTA MARINHA DA BAIA DO IGUAPE,RESEX,MATA ATLANTICA,BA,1.935960328,0.02,2023
0000.00.0283,RESEX RIO UNINI,RESERVA EXTRATIVISTA RIO UNINI,RESEX,AMAZONIA,AM,0.040187666,0,2023
0000.00.1635,RESEX RIO XINGU,RESERVA EXTRATIVISTA RIO XINGU,RESEX,AMAZONIA,PA,23.67247956,0.01,2023
0000.00.0257,RESEX RIOZINHO DA LIBERDADE,RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE,RESEX,AMAZONIA,AC;AM,2.252330327,0,2023
0000.00.0259,RESEX TAPAJOS-ARAPIUNS,RESERVA EXTRATIVISTA TAPAJOS-ARAPIUNS,RESEX,AMAZONIA,PA,1246.117478,0.18,2023
0000.00.0260,RESEX VERDE PARA SEMPRE,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,RESEX,AMAZONIA,PA,11050.26893,0.86,2023
0000.00.0219,REVIS DAS VEREDAS DO OESTE BAIANO,REFUGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO,REVIS,CERRADO,BA,4891.439374,3.82,2023
0000.00.1907,REVIS DE BOA NOVA,REFUGIO DE VIDA SILVESTRE DE BOA NOVA,REVIS,MATA ATLANTICA,BA,21.39650747,0.14,2023
0000.00.1880,REVIS DE UNA,REFUGIO DE VIDA SILVESTRE DE UNA,REVIS,MATA ATLANTICA,BA,102.5190153,0.44,2023
0000.00.0278,REVIS DOS CAMPOS DE PALMAS,REFUGIO DE VIDA SILVESTRE DOS CAMPOS DE PALMAS,REVIS,MATA ATLANTICA,PR;SC,2485.281266,14.98,2023
0000.00.0002,APA CAVERNAS DO PERUACU,AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU,APA,CERRADO,MG,640.7274810021117,0.45,2022
0000.00.0003,APA DA BACIA DO RIO DESCOBERTO,AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO DESCOBERTO,APA,CERRADO,GO;DF,2250.455588210946,5.39,2022
0000.00.1521,APA BACIA PARAIBA DO SUL,AREA DE PROTECAO AMBIENTAL BACIA DO PARAIBA DO SUL,APA,MATA ATLANTICA,MG;RJ;SP,647.0417257656574,0.22,2022
0000.00.0004,APA DA BACIA DO RIO SAO BARTOLOMEU,AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO BARTOLOMEU,APA,CERRADO,DF,557.2478398057513,0.67,2022
0000.00.0005,APA DA BACIA DO RIO SAO JOAO/MICO-LEAO-DOURADO,AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO JOAO/MICO-LEAO-DOURADO,APA,MATA ATLANTICA,RJ,148.5636849584413,0.1,2022
0000.00.0006,APA DA BALEIA FRANCA,AREA DE PROTECAO AMBIENTAL DA BALEIA FRANCA,APA,MATA ATLANTICA,SC,2.718304151692986,0,2022
0000.00.0008,APA DA CHAPADA DO ARARIPE,AREA DE PROTECAO AMBIENTAL DA CHAPADA DO ARARIPE,APA,CAATINGA,PI;CE;PE,0.5936993665357935,0,2022
0000.00.0010,APA DA REGIAO SERRANA DE PETROPOLIS,AREA DE PROTECAO AMBIENTAL DA REGIAO SERRANA DE PETROPOLIS,APA,MATA ATLANTICA,RJ,236.8810286742184,0.35,2022
0000.00.0011,APA DA SERRA DA MANTIQUEIRA,AREA DE PROTECAO AMBIENTAL DA SERRA DA MANTIQUEIRA,APA,MATA ATLANTICA,MG;RJ;SP,60.62824790369197,0.01,2022
0000.00.0025,APA DAS ILHAS E VARZEAS DO RIO PARANA,AREA DE PROTECAO AMBIENTAL DAS ILHAS E VARZEAS DO RIO PARANA,APA,MATA ATLANTICA,SP;PR;MS,1544.166238982511,0.15,2022
0000.00.0028,APA DAS NASCENTES DO RIO VERMELHO,AREA DE PROTECAO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,APA,CERRADO,BA;GO,13652.24067096924,7.74,2022
0000.00.0019,APA DELTA DO PARNAIBA,AREA DE PROTECAO AMBIENTAL DELTA DO PARNAIBA,APA,CERRADO,MA;PI;CE,154.9667068602534,0.05,2022
0000.00.3655,APA DO BOQUEIRAO DA ONCA,AREA DE PROTECAO AMBIENTAL DO BOQUEIRAO DA ONCA,APA,CAATINGA,BA,1684.480470657638,0.33,2022
0000.00.0021,APA DO IBIRAPUITA,AREA DE PROTECAO AMBIENTAL DO IBIRAPUITA,APA,PAMPA,RS,3316.898246227431,1.05,2022
