CNUC,TIPO_NOME,NOME_UC,TIPO,Bioma_predominante,UF,Area_queimada,Perc_UC,ano
0000.00.0116,FLONA DO BOM FUTURO,FLORESTA NACIONAL DO BOM FUTURO,FLONA,AMAZONIA,RO,3066.13866,3.0638368650519485,2020
0000.00.0266,FLONA DO JAMANXIM,FLORESTA NACIONAL DO JAMANXIM,FLONA,AMAZONIA,PA,66665.30269,5.121412962,2020
0000.00.0272,PARNA DA CHAPADA DAS MESAS,PARQUE NACIONAL DA CHAPADA DAS MESAS,PARNA,CERRADO,MA,38531.15625,24.088931343166756,2020
0000.00.0137,PARNA DA CHAPADA DIAMANTINA,PARQUE NACIONAL DA CHAPADA DA DIAMANTINA,PARNA,CAATINGA,BA,513.850939,0.3377400549167113,2020
0000.00.0138,PARNA DA CHAPADA DOS GUIMARAES,PARQUE NACIONAL DA CHAPADA DOS GUIMARAES,PARNA,CERRADO,MT,902.162026,2.763398388375668,2020
0000.00.0139,PARNA DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARNA,CERRADO,GO,42726.64233,17.759363504545753,2020
0000.00.0144,PARNA DA SERRA DA CANASTRA,PARQUE NACIONAL DA SERRA DA CANASTRA,PARNA,CERRADO,MG,84254.0174,42.55856076871611,2020
0000.00.0146,PARNA DA SERRA DAS CONFUSOES,PARQUE NACIONAL DA SERRA DAS CONFUSOES,PARNA,CAATINGA,PI,1070.108701,0.12989049039588063,2020
0000.00.0148,PARNA DA SERRA DO CIPO,PARQUE NACIONAL DA SERRA DO CIPO,PARNA,CERRADO,MG,18026.02072,56.973090477349125,2020
0000.00.3136,PARNA DA SERRA DO GANDARELA,PARQUE NACIONAL DA SERRA DO GANDARELA,PARNA,MATA ATLANTICA,MG,1437.74049,4.597705495071724,2020
0000.00.0150,PARNA DA SERRA DO ITAJAI,PARQUE NACIONAL DA SERRA DO ITAJAI,PARNA,MATA ATLANTICA,SC,2.92,0.005130177,2020
0000.00.0152,PARNA DA SERRA DOS ORGAOS,PARQUE NACIONAL DA SERRA DOS ORGAOS,PARNA,MATA ATLANTICA,RJ,328.358296,1.6400902090958116,2020
0000.00.0155,PARNA DAS EMAS,PARQUE NACIONAL DAS EMAS,PARNA,CERRADO,MS;GO,34436.51449,25.93348097097393,2020
0000.00.0156,PARNA DAS NASCENTES DO RIO PARNAIBA,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA,PARNA,CERRADO,MA;PI;BA,205335.9804,27.38637675361551,2020
0000.00.0157,PARNA DAS SEMPRE-VIVAS,PARQUE NACIONAL DAS SEMPRE-VIVAS,PARNA,CERRADO,MG,2409.912271,1.941037263856728,2020
0000.00.0159,PARNA DE BRASILIA,PARQUE NACIONAL DE BRASILIA,PARNA,CERRADO,DF,3037.617137,7.171711191637972,2020
0000.00.0161,PARNA DE ILHA GRANDE,PARQUE NACIONAL DE ILHA GRANDE,PARNA,MATA ATLANTICA,MS;PR,4306.114902,5.655657781680624,2020
0000.00.0163,PARNA DE PACAAS NOVOS,PARQUE NACIONAL DE PACAAS NOVOS,PARNA,AMAZONIA,RO,12130.53759,1.711733138654579,2020
0000.00.0165,PARNA DE SAO JOAQUIM,PARQUE NACIONAL DE SAO JOAQUIM,PARNA,MATA ATLANTICA,SC,4553.983848,9.168041160099387,2020
0000.00.0168,PARNA DO ARAGUAIA,PARQUE NACIONAL DO ARAGUAIA,PARNA,CERRADO,TO,254503.3305,45.81316553212965,2020
0000.00.0175,PARNA DO PANTANAL MATOGROSSENSE,PARQUE NACIONAL DO PANTANAL MATO-GROSSENSE,PARNA,PANTANAL,MS;MT,132679.51403299998,97.61398688681554,2020
0000.00.0264,PARNA DO RIO NOVO,PARQUE NACIONAL DO RIO NOVO,PARNA,AMAZONIA,PA,2272.033559,0.4221877518192064,2020
0000.00.0284,PARNA DOS CAMPOS AMAZONICOS,PARQUE NACIONAL DOS CAMPOS AMAZONICOS,PARNA,AMAZONIA,RO;MT;AM,20522.85743,2.1348474473511785,2020
0000.00.0182,PARNA E HISTORICO DO MONTE PASCOAL,PARQUE NACIONAL E HISTORICO DO MONTE PASCOAL,PARNA,MATA ATLANTICA,BA,322.124381,1.4484111288056065,2020
0000.00.0183,PARNA GRANDE SERTAO VEREDAS,PARQUE NACIONAL GRANDE SERTAO VEREDAS,PARNA,CERRADO,BA;MG,94140.23766,40.77874492042363,2020
0000.00.0192,REBIO DA CONTAGEM,RESERVA BIOLOGICA DA CONTAGEM,REBIO,CERRADO,DF,291.537871,3.1226454268581825,2020
0000.00.0193,REBIO DA MATA ESCURA,RESERVA BIOLOGICA DA MATA ESCURA,REBIO,MATA ATLANTICA,MG,2226.687908,4.375286750594372,2020
0000.00.0206,REBIO DO GUAPORE,RESERVA BIOLOGICA DO GUAPORE,REBIO,AMAZONIA,RO,47233.72187,7.670597198578037,2020
0000.00.3411,REBIO DO MANICORE,RESERVA BIOLOGICA DO MANICORE,REBIO,AMAZONIA,AM,1633.671454,0.4548874030303362,2020
0000.00.0216,REBIO NASCENTES DA SERRA DO CACHIMBO,RESERVA BIOLOGICA NASCENTES DA SERRA DO CACHIMBO,REBIO,AMAZONIA,PA,25926.71332,7.576573228,2020
0000.00.0286,RESEX DE RECANTO DAS ARARAS DE TERRA RONCA,RESERVA EXTRATIVISTA DE RECANTO DAS ARARAS DE TERRA RONCA,RESEX,CERRADO,GO,1363.117754,11.037989715258401,2020
0000.00.0242,RESEX DO LAGO DO CAPANA GRANDE,RESERVA EXTRATIVISTA DO LAGO DO CAPANA GRANDE,RESEX,AMAZONIA,AM,511.826749,0.16819064819740434,2020
0000.00.0219,REVIS DAS VEREDAS DO OESTE BAIANO,REFUGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO,REVIS,CERRADO,BA,18139.17395,14.165635037980598,2020
0000.00.0002,APA CAVERNAS DO PERUACU,AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU,APA,CERRADO,MG,123.906377,0.086432894,2019
0000.00.0075,ESEC DA SERRA DAS ARARAS,ESTACAO ECOLOGICA DA SERRA DAS ARARAS,ESEC,CERRADO,MT,3482.467488,12.822182151429452,2019
0000.00.0047,ESEC DA TERRA DO MEIO,ESTACAO ECOLOGICA DA TERRA DO MEIO,ESEC,AMAZONIA,PA,8201.561971455063,0.24314074305937397,2019
0000.00.0048,ESEC DE AIUABA,ESTACAO ECOLOGICA DE AIUABA,ESEC,CAATINGA,CE,144.91,1.233614658655393,2019
0000.00.0053,ESEC DE CUNIA,ESTACAO ECOLOGICA DE CUNIA,ESEC,AMAZONIA,RO;AM,719.436725,0.3882265992509099,2019
0000.00.0065,ESEC DE URUCUI-UNA,ESTACAO ECOLOGICA DE URUCUI-UNA,ESEC,CERRADO,PI,39195.458277846126,22.742134069525566,2019
0000.00.0076,ESEC SERRA GERAL DO TOCANTINS,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,ESEC,CERRADO,BA;TO,172347.31867264572,24.37424792036406,2019
0000.00.0083,FLONA DE ALTAMIRA,FLORESTA NACIONAL DE ALTAMIRA,FLONA,AMAZONIA,PA,10089.86086,1.3917549791937052,2019
0000.00.0086,FLONA DE BRASILIA,FLORESTA NACIONAL DE BRASILIA,FLONA,CERRADO,DF,1523.819137,16.321539439080393,2019
0000.00.0106,FLONA DE RORAIMA,FLORESTA NACIONAL DE RORAIMA,FLONA,AMAZONIA,AM;RR,54500.40523772123,32.129235615823525,2019
0000.00.0114,FLONA DO AMAZONAS,FLORESTA NACIONAL DO AMAZONAS,FLONA,AMAZONIA,AM;RR,186.609476,0.009598117,2019
0000.00.0115,FLONA DO ARARIPE-APODI,FLORESTA NACIONAL DO ARARIPE-APODI,FLONA,CAATINGA,CE,999.451386,2.5679595201035146,2019
0000.00.3409,FLONA DO ARIPUANA,FLORESTA NACIONAL DO ARIPUANA,FLONA,AMAZONIA,AM,100.5273192,0.013380411064081981,2019
0000.00.0116,FLONA DO BOM FUTURO,FLORESTA NACIONAL DO BOM FUTURO,FLONA,AMAZONIA,RO,5069.957058,5.2060829861609825,2019
0000.00.0266,FLONA DO JAMANXIM,FLORESTA NACIONAL DO JAMANXIM,FLONA,AMAZONIA,PA,50227.77364861864,3.858636511549678,2019
0000.00.0118,FLONA DO JAMARI,FLORESTA NACIONAL DO JAMARI,FLONA,AMAZONIA,RO,1194.09,0.5374992961045446,2019
0000.00.0272,PARNA DA CHAPADA DAS MESAS,PARQUE NACIONAL DA CHAPADA DAS MESAS,PARNA,CERRADO,MA,14061.941247396777,8.791252817,2019
0000.00.0138,PARNA DA CHAPADA DOS GUIMARAES,PARQUE NACIONAL DA CHAPADA DOS GUIMARAES,PARNA,CERRADO,MT,7249.53083,22.205924473373614,2019
0000.00.0139,PARNA DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARNA,CERRADO,GO,41889.35384,17.411344107916918,2019
0000.00.0139,PARNA DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARNA,CERRADO,GO,1380.530609,0.5738186662725382,2019
0000.00.0140,PARNA DA LAGOA DO PEIXE,PARQUE NACIONAL DA LAGOA DO PEIXE,PARNA,PAMPA,RS,241.685005,0.6581489625793369,2019
0000.00.0144,PARNA DA SERRA DA CANASTRA,PARQUE NACIONAL DA SERRA DA CANASTRA,PARNA,CERRADO,MG,41897.359641467694,21.16327958521354,2019
0000.00.0146,PARNA DA SERRA DAS CONFUSOES,PARQUE NACIONAL DA SERRA DAS CONFUSOES,PARNA,CAATINGA,PI,2038.7282216990002,0.24746215778564504,2019
0000.00.0148,PARNA DA SERRA DO CIPO,PARQUE NACIONAL DA SERRA DO CIPO,PARNA,CERRADO,MG,5532.136346,17.48488529564634,2019
0000.00.0148,PARNA DA SERRA DO CIPO,PARQUE NACIONAL DA SERRA DO CIPO,PARNA,CERRADO,MG,884.561055,2.7957460945180608,2019
0000.00.3136,PARNA DA SERRA DO GANDARELA,PARQUE NACIONAL DA SERRA DO GANDARELA,PARNA,MATA ATLANTICA,MG,140.760147,0.45013248625209384,2019
0000.00.0151,PARNA DA SERRA DO PARDO,PARQUE NACIONAL DA SERRA DO PARDO,PARNA,AMAZONIA,PA,4765.906903069999,1.0699961872995964,2019
0000.00.0155,PARNA DAS EMAS,PARQUE NACIONAL DAS EMAS,PARNA,CERRADO,MS;GO,46500.66655,35.018763334492284,2019
0000.00.0156,PARNA DAS NASCENTES DO RIO PARNAIBA,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA,PARNA,CERRADO,MA;PI;BA,196611.26411856242,27.143905336548155,2019
0000.00.0157,PARNA DAS SEMPRE-VIVAS,PARQUE NACIONAL DAS SEMPRE-VIVAS,PARNA,CERRADO,MG,1421.781249,1.145158028769137,2019
0000.00.0158,PARNA DE APARADOS DA SERRA,PARQUE NACIONAL DE APARADOS DA SERRA,PARNA,MATA ATLANTICA,SC;RS,1661.399147,12.636010953648924,2019
0000.00.0159,PARNA DE BRASILIA,PARQUE NACIONAL DE BRASILIA,PARNA,CERRADO,DF,2722.693936,6.428188178942329,2019
0000.00.0161,PARNA DE ILHA GRANDE,PARQUE NACIONAL DE ILHA GRANDE,PARNA,MATA ATLANTICA,MS;PR,47440.619,62.30857526665513,2019
0000.00.0184,PARNA DE ITATIAIA,PARQUE NACIONAL DE ITATIAIA,PARNA,MATA ATLANTICA,MG;RJ,143.302753,0.5102220651489718,2019
0000.00.0165,PARNA DE SAO JOAQUIM,PARQUE NACIONAL DE SAO JOAQUIM,PARNA,MATA ATLANTICA,SC,1523.995841,3.0680953346473703,2019
0000.00.0153,PARNA DA SERRA GERAL,PARQUE NACIONAL DA SERRA GERAL,PARNA,MATA ATLANTICA,SC;RS,28.131898,0.16259323627717245,2019
0000.00.3410,PARNA DO ACARI,PARQUE NACIONAL DO ACARI,PARNA,AMAZONIA,AM,445.040838,0.049646966,2019
0000.00.0168,PARNA DO ARAGUAIA,PARQUE NACIONAL DO ARAGUAIA,PARNA,CERRADO,TO,329410.2527,59.29796076735725,2019
0000.00.0169,PARNA DO CABO ORANGE,PARQUE NACIONAL DO CABO ORANGE,PARNA,AMAZONIA,AP,1551.859206,0.23608605583178083,2019
0000.00.0267,PARNA DO JAMANXIM,PARQUE NACIONAL DO JAMANXIM,PARNA,AMAZONIA,PA,503.782865,0.058382851,2019
0000.00.0174,PARNA DO MONTE RORAIMA,PARQUE NACIONAL DO MONTE RORAIMA,PARNA,AMAZONIA,RR,609.535018,0.5220890671322571,2019
0000.00.0175,PARNA DO PANTANAL MATOGROSSENSE,PARQUE NACIONAL DO PANTANAL MATO-GROSSENSE,PARNA,PANTANAL,MS;MT,2176.66745,1.6014016140307235,2019
0000.00.0264,PARNA DO RIO NOVO,PARQUE NACIONAL DO RIO NOVO,PARNA,AMAZONIA,PA,1858.753911,0.3453924048620302,2019
0000.00.0179,PARNA DO VIRUA,PARQUE NACIONAL DO VIRUA,PARNA,AMAZONIA,RR,27780.26954,12.924029978412653,2019
0000.00.0284,PARNA DOS CAMPOS AMAZONICOS,PARQUE NACIONAL DOS CAMPOS AMAZONICOS,PARNA,AMAZONIA,RO;MT;AM,38784.29475,4.034455422352594,2019
0000.00.3519,PARNA DOS CAMPOS FERRUGINOSOS,PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS,PARNA,AMAZONIA,PA,1354.43021,1.7126036165932215,2019
0000.00.0182,PARNA E HISTORICO DO MONTE PASCOAL,PARQUE NACIONAL E HISTORICO DO MONTE PASCOAL,PARNA,MATA ATLANTICA,BA,1479.45104,6.652254462101793,2019
0000.00.0183,PARNA GRANDE SERTAO VEREDAS,PARQUE NACIONAL GRANDE SERTAO VEREDAS,PARNA,CERRADO,BA;MG,1191.230374,0.5160054910603975,2019
0000.00.1633,PARNA MAPINGUARI,PARQUE NACIONAL MAPINGUARI,PARNA,AMAZONIA,AM;RO,4179.926998,0.2352332558854936,2019
0000.00.0189,PARNA SERRA DA MOCIDADE,PARQUE NACIONAL SERRA DA MOCIDADE,PARNA,AMAZONIA,AM;RR,10678.974588261002,2.966846517023324,2019
0000.00.0192,REBIO DA CONTAGEM,RESERVA BIOLOGICA DA CONTAGEM,REBIO,CERRADO,DF,1004.129931,29.43186645406556,2019
0000.00.0193,REBIO DA MATA ESCURA,RESERVA BIOLOGICA DA MATA ESCURA,REBIO,MATA ATLANTICA,MG,585.7591330386949,1.1509761049467424,2019
0000.00.0275,REBIO DAS PEROBAS,RESERVA BIOLOGICA DAS PEROBAS,REBIO,MATA ATLANTICA,PR,52.916817,0.6071093405656867,2019
0000.00.0206,REBIO DO GUAPORE,RESERVA BIOLOGICA DO GUAPORE,REBIO,AMAZONIA,RO,1748.698745,0.28398278104688074,2019
0000.00.0216,REBIO NASCENTES DA SERRA DO CACHIMBO,RESERVA BIOLOGICA NASCENTES DA SERRA DO CACHIMBO,REBIO,AMAZONIA,PA,8411.787483958882,2.4581798344770127,2019
0000.00.0253,RESEX DE CANAVIEIRAS,RESERVA EXTRATIVISTA DE CANAVIEIRAS,RESEX,MATA ATLANTICA,BA,1009.026612,1.0021278855600213,2019
0000.00.1808,RESEX DE CASSURUBA,RESERVA EXTRATIVISTA DE CASSURUBA,RESEX,MATA ATLANTICA,BA,36.7,0.036488956,2019
0000.00.0286,RESEX DE RECANTO DAS ARARAS DE TERRA RONCA,RESERVA EXTRATIVISTA DE RECANTO DAS ARARAS DE TERRA RONCA,RESEX,CERRADO,GO,407.35073994799995,3.2985655088008823,2019
0000.00.1518,RESEX DO RIO CAJARI,RESERVA EXTRATIVISTA DO RIO CAJARI,RESEX,AMAZONIA,AP,4661.468709,0.8755501919795909,2019
0000.00.1907,REVIS DE BOA NOVA,REFUGIO DE VIDA SILVESTRE DE BOA NOVA,REVIS,MATA ATLANTICA,BA,76.237451,0.5074358169518373,2019
0000.00.1813,REVIS DO RIO DOS FRADES,REFUGIO DE VIDA SILVESTRE DO RIO DOS FRADES,REVIS,MATA ATLANTICA,BA,75.314162,8.380546607953516,2019
0000.00.0047,ESEC DA TERRA DO MEIO,ESTACAO ECOLOGICA DA TERRA DO MEIO,ESEC,AMAZONIA,PA,365.316263,0.010830049777590384,2018
0000.00.0053,ESEC DE CUNIA,ESTACAO ECOLOGICA DE CUNIA,ESEC,AMAZONIA,RO;AM,1088.559555,0.5874147919259111,2018
0000.00.0060,ESEC NIQUIA,ESTACAO ECOLOGICA NIQUIA,ESEC,AMAZONIA,RR,71161.66,24.987360889905716,2018
0000.00.0065,ESEC DE URUCUI-UNA,ESTACAO ECOLOGICA DE URUCUI-UNA,ESEC,CERRADO,PI,19132.68,13.950389360398985,2018
0000.00.0066,ESEC DO CASTANHAO,ESTACAO ECOLOGICA DO CASTANHAO,ESEC,CAATINGA,CE,1513.108241,12.033023961738834,2018
0000.00.0076,ESEC SERRA GERAL DO TOCANTINS,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,ESEC,CERRADO,BA;TO,141042.1699,19.94691726963209,2018
0000.00.0083,FLONA DE ALTAMIRA,FLORESTA NACIONAL DE ALTAMIRA,FLONA,AMAZONIA,PA,306.78,0.042420623,2018
0000.00.0085,FLONA DE BALATA-TUFARI,FLORESTA NACIONAL DE BALATA-TUFARI,FLONA,AMAZONIA,AM,1103.92,0.1048401958176899,2018
0000.00.0090,FLONA DE CRISTOPOLIS,FLORESTA NACIONAL DE CRISTOPOLIS,FLONA,CERRADO,BA,328.796132,2.5605799376824763,2018
0000.00.0094,FLONA DE IPANEMA,FLORESTA NACIONAL DE IPANEMA,FLONA,MATA ATLANTICA,SP,11.37,0.21114911919061363,2018
0000.00.0120,FLONA DE MACAUA,FLORESTA NACIONAL DO MACAUA,FLONA,AMAZONIA,AC,13.603325,0.007713937,2018
0000.00.0106,FLONA DE RORAIMA,FLORESTA NACIONAL DE RORAIMA,FLONA,AMAZONIA,AM;RR,1382.426755,0.8152520630508365,2018
0000.00.0107,FLONA DE SANTA ROSA DO PURUS,FLORESTA NACIONAL DE SANTA ROSA DO PURUS,FLONA,AMAZONIA,AC,165.75107,0.071581147,2018
0000.00.3409,FLONA DO ARIPUANA,FLORESTA NACIONAL DO ARIPUANA,FLONA,AMAZONIA,AM,331.806381,0.044164171787231754,2018
0000.00.0116,FLONA DO BOM FUTURO,FLORESTA NACIONAL DO BOM FUTURO,FLONA,AMAZONIA,RO,2909.813681,2.987940790048372,2018
0000.00.0266,FLONA DO JAMANXIM,FLORESTA NACIONAL DO JAMANXIM,FLONA,AMAZONIA,PA,17203.86,1.3216502007946698,2018
0000.00.0272,PARNA DA CHAPADA DAS MESAS,PARQUE NACIONAL DA CHAPADA DAS MESAS,PARNA,CERRADO,MA,4045.109689,2.5289240985739756,2018
0000.00.0137,PARNA DA CHAPADA DIAMANTINA,PARQUE NACIONAL DA CHAPADA DA DIAMANTINA,PARNA,CAATINGA,BA,3958.817617,2.6020217417838154,2018
0000.00.0139,PARNA DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARNA,CERRADO,GO,13384.39355,5.563234101273156,2018
0000.00.0144,PARNA DA SERRA DA CANASTRA,PARQUE NACIONAL DA SERRA DA CANASTRA,PARNA,CERRADO,MG,44544.02514,22.51870498056206,2018
0000.00.0146,PARNA DA SERRA DAS CONFUSOES,PARQUE NACIONAL DA SERRA DAS CONFUSOES,PARNA,CAATINGA,PI,22306.62664,2.7075928522527777,2018
0000.00.3136,PARNA DA SERRA DO GANDARELA,PARQUE NACIONAL DA SERRA DO GANDARELA,PARNA,MATA ATLANTICA,MG,516.367451,1.6512756972794442,2018
0000.00.0152,PARNA DA SERRA DOS ORGAOS,PARQUE NACIONAL DA SERRA DOS ORGAOS,PARNA,MATA ATLANTICA,RJ,64.557317,0.322452202,2018
0000.00.0155,PARNA DAS EMAS,PARQUE NACIONAL DAS EMAS,PARNA,CERRADO,MS;GO,4491.172462,3.3822161619292617,2018
0000.00.0156,PARNA DAS NASCENTES DO RIO PARNAIBA,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA,PARNA,CERRADO,MA;PI;BA,84336.75101,11.643426412972797,2018
0000.00.0157,PARNA DAS SEMPRE-VIVAS,PARQUE NACIONAL DAS SEMPRE-VIVAS,PARNA,CERRADO,MG,311.38,0.25079758732001906,2018
0000.00.0163,PARNA DE PACAAS NOVOS,PARQUE NACIONAL DE PACAAS NOVOS,PARNA,AMAZONIA,RO,4706.298988,0.6641031301033103,2018
0000.00.0168,PARNA DO ARAGUAIA,PARQUE NACIONAL DO ARAGUAIA,PARNA,CERRADO,TO,138454.9113,24.92361372505252,2018
0000.00.3652,PARNA DO BOQUEIRAO DA ONCA,PARQUE NACIONAL DO BOQUEIRAO DA ONCA,PARNA,CAATINGA,BA,3224.423648,0.9294748805231127,2018
0000.00.0281,PARNA DO JURUENA,PARQUE NACIONAL DO JURUENA,PARNA,AMAZONIA,AM;MT,64.31,0.00328445,2018
0000.00.0264,PARNA DO RIO NOVO,PARQUE NACIONAL DO RIO NOVO,PARNA,AMAZONIA,PA,408.664484,0.075937761,2018
0000.00.0284,PARNA DOS CAMPOS AMAZONICOS,PARQUE NACIONAL DOS CAMPOS AMAZONICOS,PARNA,AMAZONIA,RO;MT;AM,26933.83285,2.801735822696019,2018
0000.00.1633,PARNA MAPINGUARI,PARQUE NACIONAL MAPINGUARI,PARNA,AMAZONIA,AM;RO,2241.437716,0.12614112448650575,2018
0000.00.0193,REBIO DA MATA ESCURA,RESERVA BIOLOGICA DA MATA ESCURA,REBIO,MATA ATLANTICA,MG,443.74,0.8719183500555486,2018
0000.00.0216,REBIO NASCENTES DA SERRA DO CACHIMBO,RESERVA BIOLOGICA NASCENTES DA SERRA DO CACHIMBO,REBIO,AMAZONIA,PA,2325.49,0.6795788270556353,2018
0000.00.0206,REBIO DO GUAPORE,RESERVA BIOLOGICA DO GUAPORE,REBIO,AMAZONIA,RO,18217.74436,2.9585003133930194,2018
0000.00.0209,REBIO DO LAGO PIRATUBA,RESERVA BIOLOGICA DO LAGO PIRATUBA,REBIO,AMAZONIA,AP,231.447624,0.058971328,2018
0000.00.3411,REBIO DO MANICORE,RESERVA BIOLOGICA DO MANICORE,REBIO,AMAZONIA,AM,716.663965,0.1995513933185598,2018
0000.00.0285,RESEX ARAPIXI,RESERVA EXTRATIVISTA ARAPIXI,RESEX,AMAZONIA,AM,113.5,0.084884241,2018
0000.00.0222,RESEX CHICO MENDES,RESERVA EXTRATIVISTA CHICO MENDES,RESEX,AMAZONIA,AC,6949.902096,0.7460635251016985,2018
0000.00.0286,RESEX DE RECANTO DAS ARARAS DE TERRA RONCA,RESERVA EXTRATIVISTA DE RECANTO DAS ARARAS DE TERRA RONCA,RESEX,CERRADO,GO,5763.329441,46.66916772870668,2018
0000.00.1518,RESEX DO RIO CAJARI,RESERVA EXTRATIVISTA DO RIO CAJARI,RESEX,AMAZONIA,AP,3218.483206,0.6045183957592879,2018
0000.00.0219,REVIS DAS VEREDAS DO OESTE BAIANO,REFUGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO,REVIS,CERRADO,BA,321.24,0.25086967607714294,2018
